sponsorName,siteName,siteAddress,siteState,contactPhone,contactEmail,daysofOperation,meals,lunchTime,uploadNotes,_createdOn,_updatedOn
Decatur Co Family YMCA,Greensburg Jr/Sr High,1000 E Central Ave	 Greensburg	 Indiana undefined,Indiana,8126032885,skolkmeier@greensburg.k12.in.us,M	 Th,Brk Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Decatur Co Family YMCA,Windemere Apartments,1300 N Brantford Dr	 Greensburg	 Indiana undefined,Indiana,8126639622,annab@dcfymca.org,M	 Th,Sup,06:30 PM to 07:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Decatur County Community Schools,North Decatur Jr.-Sr. High School,3172 N SR 3	 Greensburg	 Indiana undefined,Indiana,8126634595,cdevries@decaturco.k12.in.us,M	 W,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Decatur County Community Schools,South Decatur Jr.-Sr. High School,8885 S SR 3	 Greensburg	 Indiana undefined,Indiana,8126634595,cdevries@decaturco.k12.in.us,M	 W,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Central United Schools,Ashley Memorial Park,Woodland Ave	 Ashley	 Indiana undefined,Indiana,2609201012,smurray@dekalbentral.net,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Central United Schools,Country Meadow Elementary School,2410 CR 10	 Ashley	 Indiana undefined,Indiana,2609201013,dharmes@dekalbcentral.net,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Central United Schools,McKenney-Harrison Elementary,400 South Indiana Ave	 Auburn	 Indiana undefined,Indiana,2609201012,sstout@dekalbcentral.net,M	 T,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Central United Schools,West Edge Mobile Home Park,West Edge Drive	 Auburn	 Indiana undefined,Indiana,2609201012,twood@dekalbcentral.net,M	 T,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Eastern Comm School,Mount Pleasant UMC,4099 cr 59	 butler	 Indiana undefined,Indiana,2628682186,ktroder@dkeschools.com,M	 Th,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Central United Schools,Corunna Town Hall,102 n bridge st	 corunna	 Indiana undefined,Indiana,2606157612,ashroyer@gmail.com,M,Lun ,12:00 PM to 02:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Hamilton Community Schools,Hamilton Elementary School,903 S Wayne	 Hamilton	 Indiana undefined,Indiana,2604882513,aubrey.gough@hcs.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Eastern Comm School,Coburn Corners Church of Christ,6813 cr 64	 saint joe	 Indiana undefined,Indiana,2608682186,ctieman@dkeschools.com,M	 Th,Brk Lun,10:30 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Eastern Comm School,Riverdale Elementary School,6127 st road 1	 saint joe	 Indiana undefined,Indiana,2603375114,dhedges@dkeschools.com,M	 Th,Brk Lun,10:30 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Eastern Comm School,Spencerville Community Club,5629 cr 68	 Spencerville	 Indiana undefined,Indiana,2608682186,,M	 Th,Brk Lun,10:30 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Central United Schools,DeKalb Schools Central Office,3326 CR 427	 waterloo	 Indiana undefined,Indiana,2606157612,ashroyer@deklabcentral.net,M,Brk Lun ,12:00 PM to 02:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Central United Schools,Waterloo Elem. School,300 East Douglas Street	 Waterloo	 Indiana undefined,Indiana,2609201012,,M	 T,Brk Lun ,12:00 PM to 02:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
DeKalb Co Eastern Comm School,Eastside High School,603 E Green St.	 Butler	 Indiana undefined,Indiana,2608682186,,M	 Th,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Garrett-Keyser-Butler Community School Corporation,Garrett Middle School,800 E. Houston St	 Garrett	 Indiana undefined,Indiana,2603573117,aleverenz@gkb.k12.in.us,M,Brk Sup,04:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Muncie Community Schools,Southside High School,1601 E. 26th St.	 Muncie	 Indiana undefined,Indiana,7652835461,mickelle.mccoy@muncieschools.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Cowan Community School Corporation,Cowan Elementary School,1000 West CR 600 South	 Muncie	 Indiana undefined,Indiana,8128417832,clara.lopez@compass-usa.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Delaware Community School Corp,Desoto UMC,6309 N CR 500 E	 Muncie	 Indiana undefined,Indiana,7652878567,,M	 T	 W	 Th	 F,Brk Lun ,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Muncie Community Schools,Longfellow Elementary School,1900 East Centennial Ave.	 Muncie	 Indiana undefined,Indiana,7657024767,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Muncie Community Schools,Northside Middle School,2400 W. Bethel Ave.	 Muncie	 Indiana undefined,Indiana,7657023421,genesis.curts@compass-usa.com,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wes-Del Community School Corporation,Countryview Farms,5900 w Cr 350 n	 Muncie	 Indiana undefined,Indiana,7653584006,Phirons@wes-del.org,M,Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Muncie Community Schools,Central High School,801 N. Walnut St.	 Muncie	 Indiana undefined,Indiana,9043823514,stephanie.bond@compass-usa.com,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Muncie Community Schools,Mobile Bus Route 1,801 N Walnut St	 Muncie	 Indiana undefined,Indiana,9043823514,stephanie.bond@compass-usa.com,M,Brk Lun,11:00 AM to 01:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Wes-Del Community School Corporation,Wes-Del Elementary School,500 Jackson Street	 Gaston	 Indiana undefined,Indiana,7653584091,phirons@wes-del.org,M,Lun ,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Liberty-Perry Community Schools,Selma Elementary School,200 S. East St	 Selma	 Indiana undefined,Indiana,7652822455,smorvilius@libertyperry.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Yorktown Community Schools,Yorktown High School,1100 Tiger Dr	 Yorktown	 Indiana undefined,Indiana,7657592592,pgarrett@yorktown.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Southwest Dubois County Schools,Huntingburg Elementary School,501 W. Sunset Drive	 Huntingburg	 Indiana undefined,Indiana,8126831172,cottono@swdubois.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Greater Jasper Cons Schools,Jasper High School,1600 St. Charles Street	 Jasper	 Indiana undefined,Indiana,8124814887,kknies@gjcs.k12.in.us,T,Brk Lun,11:30 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Southeast Dubois County Schools,Forest Park High School,1440 Michigan Street	 Ferdinand	 Indiana undefined,Indiana,8128170900,janel.reckelhoff@sedubois.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Southeast Dubois County Schools,Pine Ridge Elementary School,4613 South Pine Ridge Road	 Birdseye	 Indiana undefined,Indiana,8128170900,janel.reckelhoff@sedubois.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Elkhart Community Schools,Bristol Elem. School,705 Indiana Street	 Bristol	 Indiana undefined,Indiana,5748487421,,M	 W,Brk Lun,10:00 AM to 10:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elkhart Community Schools,Mary Daly Elem. School,1735 Strong Ave	 Elkhart	 Indiana undefined,Indiana,5742624870,,M	 W,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elkhart Community Schools,Mary Feeser Elem. School,26665 CR 4 W	 Elkhart	 Indiana undefined,Indiana,5742625586,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elkhart Community Schools,Pinewood Elementary School,3420 E. Bristol Street	 elkhart	 Indiana undefined,Indiana,5742625595,,M	 W,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elkhart Community Schools,Woodland Elem. School,1220 CR 3	 Elkhart	 Indiana undefined,Indiana,5742625578,,M	 W,Brk Lun,10:00 AM to 10:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Concord Community Schools,Concord East Side Elementary,57156 County Road 13 South	 Elkhart	 Indiana undefined,Indiana,5748758517,,T	 F,Brk Lun ,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elkhart Community Schools,Roosevelt STEAM Academy,201 Wolf Ave	 Elkhart	 Indiana undefined,Indiana,5742954840,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Baugo Community School Corp,Jimtown North Head Start Center,30046 CR 16	 Elkhart	 Indiana undefined,Indiana,5742938583,kjohnson@baugo.org,M	 W,Brk Lun,11:00 AM to 12:30 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Concord Community Schools,Concord High School,59117 Minuteman Way	 Elkhart	 Indiana undefined,Indiana,5748755161,twilmore@concord.k12.in.us,T	 F,Brk Lun ,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elkhart Community Schools,Monger Elem. School,1100 E Hively	 Elkhart	 Indiana undefined,Indiana,5742954860,,M	 T	 W	 Th	 F,Brk Lun,10:00 AM to 10:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Brookside Manor Mobile Home Park,61108 County Road 17	 Goshen	 Indiana undefined,Indiana,5745337855,jsmith@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Chandler Elementary School,419 S 8th St	 Goshen	 Indiana undefined,Indiana,5745338631,ehussey@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Roxbury Park,403 Post Rd	 Goshen	 Indiana undefined,Indiana,5745330391,jsmith@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Winchester Trails,400 Winchester Trails	 Goshen	 Indiana undefined,Indiana,5745330391,jsmith@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Wa-Nee Community Schools,Harrison Ridge/Weaver Woods,Near 1650 Harrison Ridge Lane	 Goshen	 Indiana undefined,Indiana,5748622710,scripe@wanee.org,M	 W,Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Wa-Nee Community Schools,Yellow Creek Daycare,64901 County Road 11	 Goshen	 Indiana undefined,Indiana,5748622710,scripe@wanee.org,M	 W,Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Wa-Nee Community Schools,Nappanee Elementary School,755 E Van Buren	 Nappanee	 Indiana undefined,Indiana,5748622710,scripe@wanee.org,M	 W,Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Wa-Nee Community Schools,Meadows,11 Cardinal St	 Nappanee	 Indiana undefined,Indiana,5748622710,scripe@wanee.org,M	 W,Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Wa-Nee Community Schools,NorthSide Apartments,1200 N. Main St.	 Nappanee	 Indiana undefined,Indiana,5748622710,scripe@wanee.org,M	 W,Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Wa-Nee Community Schools,Northwood High School,2101 N Main	 Nappanee	 Indiana undefined,Indiana,5748622710,scripe@wanee.org,M	 W,Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Elkhart Community Schools,Beardsley Elem. School,1135 Kent St.	 Elkhart	 Indiana undefined,Indiana,5742625575,,M	 W,Brk Lun,11:05 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Baugo Community School Corp,Jimtown Elementary School,58901 CR 3 South	 Elkhart	 Indiana undefined,Indiana,5742938583,kjohnson@baugo.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Model Elementary School,412 S Greene Rd	 Goshen	 Indiana undefined,Indiana,5745337677,cpollock@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,West Goshen Elementary School,215 Dewey Ave	 Goshen	 Indiana undefined,Indiana,5745337855,kmmiller@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Parkside Elementary School,1202 S 7th St	 Goshen	 Indiana undefined,Indiana,5745337765,ajacobs@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Waterford Elementary School,65560 State Rd. 15	 Goshen	 Indiana undefined,Indiana,5745336811,jfrye@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Prairie View Elementary,1730 Regent St	 Goshen	 Indiana undefined,Indiana,5745344710,cwruble@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Twin Pines Mobile Home Park,2011 W. Wilden Ave	 Goshen	 Indiana undefined,Indiana,5745330391,jsmith@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Goshen Community Schools,Chamberlain Elementary School,428 N. 5th St.	 Goshen	 Indiana undefined,Indiana,5745342691,bshrock@goshenschools.org,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Fairfield Community Schools,New Paris Elementary School,18665 County Road 46	 New Paris	 Indiana undefined,Indiana,5748312188,vrichardson@fairfield.k12.in.us,M	 W,Brk Lun,11:00 AM to 12:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Fayette County School Corp,Connersville Middle School,1800 Grand Avenue	 Connersville	 Indiana undefined,Indiana,7658257841,mlacy@fayette.k12.in.us,M	 W,Brk Lun,11:15 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Fayette County School Corp,Connor Court Apartments,1465 E State Road 44	 Connersville	 Indiana undefined,Indiana,7658257841,robrien@fayette.k12.in.us,M	 W,Brk Lun,12:30 PM to 12:45 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Fayette County School Corp,Elephant Hill Trailer Court - Mobile Site,1000 West 21st	 Connersville	 Indiana undefined,Indiana,7658257841,robrien@fayette.k12.in.us,M	 W,Brk Lun,01:00 PM to 01:15 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Fayette County School Corp,Everton Elementary School,2440 E Everton Rd	 Connersville	 Indiana undefined,Indiana,7658257841,robrien@fayette.k12.in.us,M	 W,Brk Lun,01:30 PM to 01:45 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Fayette County School Corp,Frazee Elementary School,600 West 3rd Street	 Connersville	 Indiana undefined,Indiana,7658256811,robrien@fayette.k12.in.us,M	 W,Brk Lun,10:45 AM to 11:00 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Fayette County School Corp,Industrial Park - Mobile Site,Mount Street	 Connersville	 Indiana undefined,Indiana,7658257841,robrien@fayette.k12.in.us,M	 W,Brk Lun,12:00 PM to 12:15 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Fayette County School Corp,OffutsPark - Mobile Site,Virgina Ave	 Connersville	 Indiana undefined,Indiana,7658257841,robrien@fayette.k12.in.us,M	 W,Brk Lun,11:20 AM to 11:35 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Fayette County School Corp,Roberts Park Pool - Mobile Site,2900 N. Park Road	 Connersville	 Indiana undefined,Indiana,7658257841,robrien@fayette.k12.in.us,M	 W,Brk Lun,12:00 PM to 12:15 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
New Albany-Floyd County Cons School Corporation,Floyd Central Jr.-Sr. High School,6575 Old Vincennes Road	 Floyds Knobs	 Indiana undefined,Indiana,8125424703,pcasey@nafcs.k12.in.us,M	 W	 F,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
New Albany-Floyd County Cons School Corporation,Green Valley Elementary School,2230 Green Valley Rd	 New Albany	 Indiana undefined,Indiana,8125424703,pcasey@nafcs.k12.in.us,M	 W	 F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
New Albany-Floyd County Cons School Corporation,Hazelwood Junior High School,1021 Hazelwood Ave	 New Albany	 Indiana undefined,Indiana,8125424703,pcasey@nafcs.k12.in.us,M	 W	 F,Brk Lun,11:30 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
New Albany-Floyd County Cons School Corporation,Mount Tabor School,800 Mt Tabor Road	 New Albany	 Indiana undefined,Indiana,8125424703,pcasey@nafcs.k12.in.us,M	 W	 F,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Southeast Fountain School Corp,Southeast Fountain Elem. School,780 E US Hwy 136	 Veedersburg	 Indiana undefined,Indiana,7652942254,fosterd@sefschools.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Attica Consolidated School Corp,Attica Elementary School,500 E. Washington Street	 Attica	 Indiana undefined,Indiana,7658945154,dwilliams@attica.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Rochester Community School Corp,Faith Outreach Center,1125 E 9th St.	 Rochester	 Indiana undefined,Indiana,5748350347,sandy.kindig@zebras.net,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Rochester Community School Corp,Grace United Methodist,201 W 7th St.	 Rochester	 Indiana undefined,Indiana,5748471072,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Rochester Community School Corp,Mill Creek Missionary Church,13336 N State Rd 25	 Rochester	 Indiana undefined,Indiana,5742234297,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Rochester Community School Corp,Safe Harbor,1944 Sweetgum Rd	 Rochester	 Indiana undefined,Indiana,5742244682,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
North Gibson School Corp,Princeton Middle School,1106 N. Embree St.	 Princeton	 Indiana undefined,Indiana,8123852592,Jellis@ngsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
East Gibson School Corp,Barton Township Elementary School,9724 East Main	 Oakland City	 Indiana undefined,Indiana,8127952292,,M	 T	 W	 Th	 F,Brk Lun,10:30 AM to 11:25 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
East Gibson School Corp,Francisco Elementary School,302 East Main	 Oakland City	 Indiana undefined,Indiana,8127823207,,M	 T	 W	 Th	 F,Brk Lun,10:30 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
East Gibson School Corp,Oakland City Elementary School,945 B South Franklin	 Oakland City	 Indiana undefined,Indiana,8127493479,brewster-allison@aramark.com,M	 T	 W	 Th	 F,Brk Lun,10:30 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Oak Hill United School Corp,Swayzee Elementary School,405 South Washington	 Swayzee	 Indiana undefined,Indiana,7653953341,danaso@ohusc.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Madison-Grant United School Corp,Park Elementary School,500 S Sycamore	 Fairmount	 Indiana undefined,Indiana,7655360084,,M	 W,Brk Sup,05:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Mississinewa Community Schools,Mississinewa High School,1 Indian Trail	 Gas City	 Indiana undefined,Indiana,7656742248,lori_ailes@olemiss.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,02:45 PM to 04:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Mississinewa Community Schools,Westview Elementary School,709 W. 6th. St.	 Jonesboro	 Indiana undefined,Indiana,7656774441,teresa_clevenger@olemiss.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,02:45 PM to 04:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Eastbrook Community School Corp,Eastbrook Jr/Sr High School,560 S 900 E	 Marion	 Indiana undefined,Indiana,7656641214,kbernaix@eastbrook.k12.in.us,M	 W,Brk Sup,05:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Eastbrook Community School Corp,Eastbrook South Elementary,694 S 2nd Street	 Upland	 Indiana undefined,Indiana,7659982550,,M	 W,Brk Sup,04:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Eastbrook Community School Corp,Eastbrook North Elementary,504 S First Street	 Van Buren	 Indiana undefined,Indiana,7659343551,,M	 W,Brk Sup,05:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Eastern Greene Schools,Eastern Greene School,10503 E State Road 54	 Bloomfield	 Indiana undefined,Indiana,8128255623,slagenour@egreene.k12.in.us,M	 Th,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Shakamak	 MSD of,Shakamak High School,9233 Shakamak School Road	 Jasonville	 Indiana undefined,Indiana,8126653550,tstreet@shakamak.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Linton-Stockton School Corp,Linton-Stockton Jr.-Sr. High School,10 H St. NE	 Linton	 Indiana undefined,Indiana,8128476024,jtaylor@lssc.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
White River Valley School Corp,White River Valley MIddle School,2926 S State Road 67	 Lyons	 Indiana undefined,Indiana,8126592274,rwiggington@wrv.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
White River Valley School Corp,Lyons First Christian Church,524 E Broad St	 Lyons	 Indiana undefined,Indiana,8126592274,rwiggington@wrv.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
White River Valley School Corp,White River Valley High School,5644 W State Road 54	 Switz City	 Indiana undefined,Indiana,8126592274,rwiggington@wrv.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
White River Valley School Corp,White River Valley Elementary School,484 W. Main	 Worthington	 Indiana undefined,Indiana,8126592274,rwiggington@wrv.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
White River Valley School Corp,Faithway Bible Church,309 E Christian St	 Worthington	 Indiana undefined,Indiana,8126592274,rwiggington@wrv.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Bloomfield School District,Bloomfield Jr/Sr High School,501 W. Spring Street	 Bloomfield	 Indiana undefined,Indiana,8122271112,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Hamilton Heights School Corp,Hamilton Heights Middle School,420 W North Street	 Arcadia	 Indiana undefined,Indiana,3179841530,phicks@huskies.org,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Carmel Clay School Corp,Carmel High School,520 E. Main Street	 Carmel	 Indiana undefined,Indiana,3178449961,jmcfarla@ccs.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Westfield Washington Schools,Christ Community Church,20854 Lamong Road	 Sheridan	 Indiana undefined,Indiana,3177772748,whscafe@wws.k12.in.us,M	 Th,Brk Lun,11:40 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Westfield Washington Schools,Hortonville UMC,20500 Horton Road	 Sheridan	 Indiana undefined,Indiana,3177772748,whscafe@wws.k12.in.us,M	 Th,Brk Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Sheridan Community Schools,Sheridan Water Tower,4000 47th street	 Sheridan	 Indiana undefined,Indiana,3177584431,nmosna@sheridan.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Sheridan Community Schools,United Animal Health,214 South Main	 Sheridan	 Indiana undefined,Indiana,3177584431,nmosna@sheridan.k12.in.us,Contact school for more information,Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Westfield Washington Schools,Casey Acres,1270 Sabrina Way	 Westfield	 Indiana undefined,Indiana,3178678060,wiscafe@wws.k12.in.us,M	 Th,Brk Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
